"","WTBAS.1","WTBAS.2","WTBAS.3","KOBAS.1","KOBAS.2","KOBAS.3","WTVEN.1","WTVEN.2","WTVEN.3","KOVEN.1","KOVEN.2","KOVEN.3"
"17496863",7.46561108138169,7.4090585634688,7.39114335579468,7.26399896717719,7.02853526777838,7.09099508828213,7.37941353240167,7.74018663843475,7.55174628981764,6.70630554419017,6.98379586990202,6.72165896555688
"17342507",9.25746232675234,9.17673774549538,9.06470498974901,9.015636860711,9.09321878909826,9.08857689209273,9.21682685728347,9.24623586344302,9.13942445560174,8.58168828396783,8.79858628106253,8.63368055254637
"17526261",7.61906082906161,7.91639430233695,7.75319926016519,8.65922634765377,8.35795398891271,8.52887327226451,8.06312727829749,7.75077115448515,7.72941526551315,8.5386786439873,8.12632142859949,8.50660948042257
"17475695",5.22932178077263,4.81761868069577,5.32566665184417,5.32369314344247,5.42020030947536,5.15678701710332,5.12188629500552,5.27714643702918,4.65392162187995,4.75360166957514,4.96923420350588,5.0827327850763
"17330478",4.01827161899349,4.44926302614867,4.23220499944926,4.36038642003677,4.62511051517606,4.42969508341675,4.65975975960842,4.68279355693618,4.96943870870895,4.72695406122238,4.78698830296621,4.75954699810248
"17300173",6.98173722878288,6.79620902883649,6.92728388530184,6.93211205826563,7.35045730435248,6.83542278570092,7.3122107025373,7.51169014860927,7.5517924106086,7.11065678092969,7.05388067706459,7.33559607161666
"17336077",7.9206408773362,7.82428413134566,8.09937676361426,7.41077840030636,7.83683072542122,7.64338589576777,7.42499054394462,7.47040543444406,7.72980756144982,7.39484673370191,7.2688149323777,7.23477859178465
"17468411",5.69317068956388,5.74249697897594,5.988428344388,6.33015678958361,6.15699555923408,6.00744158902708,6.0742853996923,5.43436304802254,5.40475285172046,5.69169261762414,5.78794772020724,6.03703682467104
"17346694",4.77288396631366,4.61514048771224,4.55678178302869,4.43282161377914,5.06691962248344,4.76290740797696,4.38039892962772,4.37018280905973,4.57052114383101,4.52650871710662,4.62225830517108,4.85344792656809
"17498078",5.95643867545676,6.52618701362092,5.634866746778,5.25640586004617,6.07445024073525,6.29775831758379,5.69871950302815,6.17686571685715,5.59295999717175,5.95042987844208,6.06450039767496,6.07189686443038
"17254194",7.43064327046758,7.36546340926811,7.32017630945177,6.80809685630793,6.93820413682635,6.94400368794566,6.93311831148741,7.45051357257809,7.15324499654297,6.8970330248915,6.78124905134338,6.8919090573863
"17469587",6.15186113903277,6.48095382795631,6.55600099875267,7.13416605442222,7.05620762252389,7.03815851802016,6.53259511209533,6.14858539083196,5.96745899772978,7.1507676095751,7.12567147250405,6.78841546036852
"17380370",7.0804627287177,6.77414330250118,6.68979159609286,6.45102970020915,6.374455331851,6.26847096413826,6.9109146490705,6.86636352248728,6.76163897605621,6.08561832785903,6.24441105231426,6.15064601473689
"17392549",7.03922126275209,7.18607571825081,6.93149089580613,6.86601624310543,6.83573563995668,7.12174694736634,6.37847799515396,6.53459988714794,6.36605192767093,6.34616838371473,5.7704053107412,5.98031398426765
"17395108",6.85273691211734,6.51022036026606,6.55566987031283,6.23725313627805,6.47656498977521,6.31305598040178,6.40963184955929,6.45525524244303,6.66409441940898,6.06354275812181,6.10357649819614,6.19138834196711
"17549930",4.94194915762375,4.90911175011304,4.63780103190652,4.51596227404428,4.59845015821565,4.71857999423089,5.49168476053344,5.23024158079629,5.71471382434992,4.92980522267978,4.94741776188947,5.41251680060355
"17498810",7.30984983819141,7.05911821474632,7.27897600276215,7.05680315541051,7.06469181741656,6.89939456227032,7.23226999284866,7.04303849380312,7.01641548510219,6.5983994205362,6.51284927793182,6.65648590176152
"17239506",6.77885474470212,6.34219417947314,6.82144527923718,6.67710107492942,6.67357666936921,6.78515237176477,6.33399464265998,6.12785254674574,6.09196137636674,5.42136780147582,5.57723679864122,5.4319432846879
"17365571",8.17835137714429,7.92598793783979,8.3099725217261,8.70673572236051,7.85697815689772,8.25837923096338,8.34597961471651,8.02757133290149,8.12356682914851,7.15770348899883,7.48500153258315,7.27306511644285
"17511073",7.67455139363529,7.92704916230992,7.74609179543923,7.43667740286976,7.75930500403176,7.91953414006533,7.72987025965733,7.18354619952052,7.31736367530226,7.85945459046248,7.36116469722916,7.25718502537178
"17416761",7.82410133983443,7.91922173980447,8.03271190202913,8.31859082473741,7.76563757733202,7.76691851225732,8.05884123738114,8.15893368053306,8.30165453968629,8.12527853877957,8.38044751758063,8.19177977169548
"17464061",8.43608614707429,8.41670472429346,8.2059267030124,7.39239588419996,7.35846939721918,8.07028611040487,6.58331567542953,6.86305169318522,6.53417514509491,5.13315287329919,5.61067273101812,5.65898044893789
"17275524",8.81955934675516,9.12203708558286,8.48160777024797,8.99931450795349,9.3667934941178,9.3543074904949,9.38557294469089,9.23952554161614,9.38989061441769,9.66612350903968,9.95997855031936,9.91460088463315
"17212619",6.0806000359189,6.26725208700241,6.12330617377776,6.5823832237669,5.54925937049952,6.08761989241599,6.13833239073986,6.22036237042384,6.18044040389617,5.78259321098732,5.92929954446873,5.77963440599524
"17442942",7.48070385457596,7.51856961044394,7.98802344808394,9.31985594476922,9.36591610118272,9.13206837049734,8.18887701643975,7.85772250965797,7.66958894596164,9.17280329896922,9.11886416914342,9.04175031517856
"17366932",5.7311751946327,4.78725900434584,5.55740891593149,7.26684516399764,5.60979248551516,5.31157447749238,5.46329570171719,5.77364219135539,5.72706761139785,4.60897896513803,5.46847157486268,5.47246468123341
"17366886",7.81859383638466,8.28902006509149,7.95237227015315,7.09836961310064,7.95479944295002,7.88197208240791,8.01823014575711,7.8405640611894,7.33972147062653,7.53610471867687,7.65118669468314,7.83895990256118
"17437702",7.67752025623243,7.94648842202249,7.90896052117585,7.52458458058774,8.02705276668961,8.03431421731739,7.80362222594258,7.62020502260616,7.42026480159555,8.05449284124573,7.87555166830323,7.96262037491038
"17301245",4.77953827203172,4.63252475842095,4.65818052116206,5.03785147156643,4.94551996337205,5.28230722538421,5.43096287372814,5.28737236908045,5.24157530863629,4.92783048041717,5.36035607233409,4.68201358858272
"17278836",4.39704562588674,4.55888837003041,4.41959203582221,3.92892118690192,4.26564472453718,4.47209426811168,4.69556095844272,4.10832288035947,4.57768763571425,4.52296602927261,4.47209426811168,4.14383999487803
"17415467",4.40819994259098,4.32169406280462,4.95491382341137,4.88931681308435,4.82539852179732,4.73968426789819,4.58986162290868,4.61132146136463,4.68157305770397,4.17684781656381,4.71498472712873,4.36975550171042
"17344536",5.29811000619455,5.90677636267661,5.41108113251471,5.70889896741985,5.43238559482791,5.66385878952435,6.13094755415427,5.77461754646641,5.54513665390661,5.95644221446182,5.33652152152045,6.03981659852558
"17366918",6.66614522576328,7.69051506628765,7.11669163670918,7.76782683159186,6.77579292778311,6.84366087644811,6.63377800065482,6.54545444512863,6.25622424245381,6.11426392651649,6.70559822612867,7.04666415493322
"17325723",9.55091671110807,9.6445217418126,9.0143707581056,9.219525173476,8.77325995156048,8.89026232163232,9.29300635575228,9.78896695000324,9.46173554515267,8.77417392875821,9.06436138413793,9.04578543314734
"17406960",7.01409662853346,6.42236104025752,6.86897251454493,7.05969743427853,6.96539433443638,7.29432742247534,6.67982305925058,6.6853307443777,6.3611054999865,6.56182111694758,6.75648500541636,6.54632339364086
"17278876",4.4247130363899,4.75279479343455,4.68508151245674,4.39646517141905,4.50198033576871,4.77746162974781,4.93696637399634,4.82516977084278,4.99861616278784,4.58579221540891,4.28168922677363,5.00622314383824
"17366740",9.31618322473516,8.91715308999607,9.52333389536155,7.3834762097876,9.20794712864946,9.15179828654743,9.39722228557165,9.41204199915052,9.13293655365536,8.71782960786042,9.02237908357265,9.03738746677205
"17367137",5.42888353304133,5.5753676507481,5.75710294637545,5.60251470235485,5.67616938304053,5.01737057741754,6.2592997220457,5.97668183641386,6.1922745769154,5.51493188340578,5.79153634824945,5.96940665740277
"17293083",5.49434152494269,6.08378904875485,5.82845819029093,6.30855996711404,6.15540538922325,6.18569678188778,5.97575598957547,5.31350340337359,5.89584213133779,5.73318373397825,5.9023610398781,5.83340727226609
"17457691",6.69662476410279,6.5137662940014,6.68559832187309,6.04841525458371,6.77385237083572,6.36045831948836,6.62817560728941,6.62012328109103,6.47601936251352,6.15344940639016,6.09983834087735,6.36276286712907
"17220768",4.25323778545256,4.3559471438173,4.19814047486136,4.5198227648773,4.5572915355492,4.49703637507403,4.14754504711573,4.09865069432539,4.17017050803666,4.23579125710243,4.42496417536361,4.64725681096851
"17476690",5.54661773630947,4.97915825181436,5.0083487296731,5.61109799304676,5.5266196864127,5.99978962995841,5.52740754916803,5.67908242782013,5.25491299567228,5.71472296615184,5.68681299244217,5.29513945853692
"17357148",11.3518232182111,11.5232147024682,11.4400093683147,12.2272277937658,12.1760852039871,12.1359800493815,11.6518051462531,11.5244638518439,11.3790725065615,12.1249689435808,12.0045361053426,12.0520452723893
"17261067",5.80322904606904,5.75355490308081,5.66889968023267,5.70580820656769,5.73946089957738,5.63826101917576,6.49666862183909,6.33104972472056,6.46770745769669,6.20959666061662,6.19932680935455,6.52277607147505
"17296802",3.68766877230632,3.84386201118158,3.7282470898144,3.81291209623327,4.08350826416397,4.20615483247774,3.83827573472195,3.7115171487088,4.03497657732395,3.76393120039254,4.29911810793528,3.71583610616812
"17346510",4.70260000426501,4.69860199486404,4.87172158245713,5.04115517546661,5.1512015798825,4.75962759823876,5.13955213494528,5.17717412303302,4.74877687045248,4.64646537586747,4.74296382116046,5.02313657382117
"17473637",4.32205272072388,4.51338229938714,4.26934249599776,4.51276989873432,4.56309616915278,4.72682228688438,4.2117864778299,4.32157381362545,4.21159686594885,4.65150272220224,4.80438414352252,4.61337366382026
"17418701",7.24468740457386,7.37144013315663,7.18216573844475,6.82647400235609,6.85465332284415,6.87912164100693,6.65429702547605,6.98571741018352,7.00567184396192,6.61666596514459,6.65149764404275,6.76978402349346
"17426277",8.58958548215106,8.36320913349579,8.51819811946536,7.92929264807573,8.2009435691194,7.95758709766725,8.61146512871624,8.37373170082124,8.35872367775054,7.71902220790453,8.088384834043,7.96128780182359
"17411961",8.44704833923842,8.49874391783038,8.38586905158693,8.7139293708763,8.10972259810984,8.34888721632068,8.48514843507848,8.6240795499992,8.64608728128394,8.71391442900409,8.93347146397327,9.15293809388517
"17251514",6.36446098212339,5.65929973780431,5.62623445094582,5.92453941713861,6.5923020643012,6.48308189337367,6.15941968053933,5.81152042568567,5.67513564670843,5.59022572527045,5.68791425987957,5.4928566388171
"17258642",8.21971237707973,8.42464949200556,8.32997878846431,8.77210328611679,8.91545491625781,8.56521232873793,8.31991172860897,8.40265634940511,8.64685288872805,8.95487195452175,8.85120571208661,7.98654730706308
"17324394",7.58150519163334,7.61713718742416,7.14272028827873,7.98004377023486,7.84521998200414,7.36451145880646,8.06542557337388,8.4571843195497,8.16404290187127,8.14036329506476,8.54419508288012,7.95577653739778
"17428801",11.2845221189721,11.3860599353093,11.8711571108754,11.9918044717084,12.051652474323,11.989651224292,11.8466423865936,11.5305096919832,11.480422357558,12.0223586575191,11.7421390342753,11.4032013026412
"17248892",4.0102751330933,4.18144372497608,4.06021732046336,3.80129657604299,4.0973802358954,3.75039177558423,4.38664802368234,4.32237054185943,4.57071891690242,4.4229354363812,4.53590663786965,4.2113130389184
"17524206",8.66207374472446,8.95650025205744,8.64276555559667,8.96790749994721,9.42638388458421,9.21888003191256,8.62350468946528,8.94507861685038,8.90902597240143,9.12232829218514,8.93189063903439,9.07206184200847
"17257591",11.2396523510251,11.2605367920733,11.6145160450904,11.8175230007076,11.8855773241519,11.8378146043517,11.5670401964902,11.3590016316004,11.2692609085762,11.889543577393,11.4923432239592,11.4313314568015
"17266370",4.13985017951745,4.08512487805044,3.82669384695587,4.59691524243264,4.11557410120241,3.94473974236394,4.69599868371577,5.17725592983538,4.90785054711669,5.01175358101954,5.28728167091519,4.59473698676429
